205805.6919,770630.8085,2
205786.5634,770601.047,2
205769.7599,770573.9548,2
205745.5607,770549.5517,2
205699.9985,770528.9776,2
206404.5637,771199.9955,5
206373.9168,771159.0573,5
206336.6161,771119.9885,5
206310.1083,771098.4746,5
206302.5228,771095.9253,5
206242.3009,771058.4761,5
206234.7154,771055.9268,5
206231.673,771051.0582,5
206205.4702,771029.5243,5
206183.7692,771005.0014,5
206154.392,770975.7098,5
206128.181,770954.1859,5
206074.9014,770905.5998,5
206024.8127,770865.3413,5
206024.5488,770859.663,5
205968.3835,770796.3811,5
205962.8263,770783.6047,5
205905.6468,770705.0972,5
205908.0379,770702.6479,5
205872.5923,770651.0027,5
205850.6522,770613.3335,5
205794.3055,770552.9708,5
205786.283,770547.6523,5
205746.7315,770514.2618,5
205707.518,770493.4578,5
205699.9985,770490.6686,5
206472.3958,771199.9955,10
206445.1459,771158.0975,10
206399.9465,771109.5814,10
206341.357,771061.2353,10
206279.0326,771026.1153,10
206247.6189,771012.1893,10
206195.4772,770981.718,10
206160.9139,770947.5378,10
206133.7382,770913.0077,10
206034.5666,770801.2297,10
206022.9493,770771.1083,10
206022.4793,770760.9812,10
205976.7769,770701.7882,10
205968.7215,770697.0395,10
205910.4454,770641.2155,10
205867.5464,770595.0487,10
205864.3885,770587.7208,10
205808.1902,770523.8891,10
205755.1579,770480.9814,10
205731.7997,770466.7954,10
205700.7158,770455.0888,10
205699.9985,770455.0188,10
206661.7766,771199.9955,20
206657.8767,771196.4066,20
206652.4597,771186.5094,20
206641.8648,771179.6414,20
206634.3041,771177.6519,20
206623.3464,771162.8862,20
206541.7038,771100.2241,20
206504.7,771074.0716,20
206483.4772,771051.868,20
206450.9092,771007.8905,20
206448.1059,771000.1028,20
206418.9596,770975.9197,20
206348.3653,770936.6109,20
206264.2163,770874.0688,20
206232.2831,770842.6578,20
206205.7505,770820.5942,20
206163.4616,770782.1951,20
206152.5534,770767.4294,20
206109.9017,770721.1426,20
206012.3214,770596.2384,20
205996.0621,770574.2547,20
205987.4296,770549.1219,20
205978.8959,770534.1362,20
205978.797,770477.9522,20
205976.2905,770478.0622,20
205966.7427,770433.1351,20
205957.904,770410.2416,20
205957.434,770400.0145,20
205938.0664,770365.1245,20
205895.5961,770321.727,20
205793.3078,770257.8052,20
205723.4474,770200.0018,20
206700.0007,771167.2549,30
206694.1632,771159.6071,30
206691.4918,771149.48,30
206633.9578,771063.0647,30
206612.2155,771036.2024,30
206548.374,770968.1419,30
206519.2278,770943.9688,30
206395.9064,770867.9606,30
206309.1024,770800.9698,30
206255.9547,770750.1443,30
206234.0806,770720.5028,30
206231.4092,770710.3757,30
206225.819,770703.2777,30
206221.5563,770665.4586,30
206219.7671,770626.8496,30
206210.4832,770594.3989,30
206182.1532,770527.0382,30
206148.8431,770467.2653,30
206126.9937,770438.1836,30
206118.6002,770418.1693,30
206075.2889,770364.4347,30
206075.0251,770358.7663,30
