205937.9922,770200.0018,30
206033.3463,770200.0018,50
206037.3369,770203.3208,50
206047.973,770217.5468,50
206064.1911,770232.1726,50
206091.004,770266.6027,50
206110.3717,770301.4927,50
206119.4165,770328.9449,50
206166.3721,770408.4821,50
206185.7068,770442.8123,50
206208.356,770487.8094,50
206246.2832,770541.674,50
206272.8571,770571.1056,50
206310.8173,770617.6123,50
206322.0801,770645.4043,50
206347.2028,770689.7316,50
206417.5084,770783.4648,50
206470.7633,770831.601,50
206568.7723,770918.4761,50
206621.5077,770961.9737,50
206659.1135,771001.1425,50
206700.0007,771056.3167,50
206700.0007,770214.0378,50
206687.0972,770200.0018,50
206108.4671,770200.0018,100
206108.4753,770200.0218,100
206129.9125,770226.7841,100
206157.1376,770263.5336,100
206157.3685,770268.6521,100
206208.8424,770337.2825,100
206211.6457,770345.0703,100
206233.5859,770374.7018,100
206290.9385,770463.4664,100
206305.2932,770498.5863,100
206357.9379,770592.6894,100
206384.8497,770629.4589,100
206414.1692,770650.8427,100
206453.1024,770672.3366,100
206554.665,770720.9127,100
206583.4898,770739.5374,100
206645.5998,770770.1086,100
206674.2102,770776.1369,100
206700.0007,770773.0278,100
206700.0007,770411.2713,100
206680.9299,770376.7212,100
206680.5918,770369.3833,100
206675.2738,770361.5955,100
206674.9357,770354.2576,100
206669.5682,770346.5898,100
206669.2219,770339.2519,100
206657.6129,770309.1306,100
206623.2804,770227.214,100
206603.1295,770200.0018,100
206326.7963,771199.9955,0
206302.8609,771157.2278,0
206281.333,771135.0341,0
206276.2211,771132.9347,0
206223.1394,771082.1093,0
206209.601,771064.5643,0
206156.1482,771013.6489,0
206151.1023,771011.6495,0
206098.4905,770970.9511,0
206095.4481,770965.9625,0
206033.0907,770930.1728,0
205995.8725,770899.5715,0
205990.5627,770891.9037,0
205966.7509,770868.0306,0
205958.6296,770860.4927,0
205934.8013,770843.9875,0
205932.1629,770841.2083,0
205929.4833,770836.2097,0
205912.754,770804.0989,0
205893.3864,770769.2089,0
205890.7809,770767.0995,0
205861.5275,770686.6325,0
205859.021,770686.7525,0
205829.2893,770650.113,0
205790.084,770629.3089,0
205741.6031,770618.412,0
205708.2848,770617.7322,0
205699.9985,770613.5234,0
205699.9985,770655.0515,-4
205699.9985,771199.9955,-4
206297.1223,771199.9955,-4
206291.3425,771183.2903,-4
206288.8443,771183.4103,-4
206282.2812,771155.3983,-4
206134.6863,771040.1713,-4
206132.1798,771040.2913,-4
206105.5401,771015.9982,-4
206105.4329,771013.7689,-4
206076.3113,770982.1179,-4
206023.444,770943.7789,-4
205965.9182,770910.6584,-4
205927.422,770899.9614,-4
205926.243,770874.4887,-4
205923.4974,770874.6187,-4
205909.9177,770857.6335,-4
205907.6091,770855.3942,-4
205902.357,770855.6441,-4
205897.0472,770847.9763,-4
205891.4983,770843.1077,-4
205882.9976,770820.7541,-4
205875.1071,770818.3348,-4
205872.3697,770813.3362,-4
205866.6064,770795.9912,-4
205861.1894,770794.0118,-4
205858.3449,770778.7561,-4
205844.0562,770746.5354,-4
205820.129,770726.691,-4
205778.6069,770703.6476,-4
205761.5396,770724.8416,-4
205742.0153,770740.4671,-4
205719.3002,770746.6453,-4
205719.193,770744.426,-4
205748.1744,770712.4151,-4
205750.9859,770712.2852,-4
205757.2769,770687.0224,-4
205748.9824,770669.2375,-4
205728.1306,770662.8493,-4
205699.9985,770655.0515,-4
205970.37,770553.913,19.1
205972.869,770607.682,19.6
205975.281,770659.597,18.7
205989.733,770707.236,16.6
205933.959,770516.584,18
205881.97,770517.142,17.5
205830.154,770521.409,16
205777.148,770522.015,15.4
205973.116,770481.319,20.5
205970.617,770427.55,23.9
205969.136,770373.734,27.1
205975.969,770323.247,32.6
206007.491,770518.743,20.5
206069.375,770599.484,20.3
206061.961,770549.659,21.1
206063.621,770497.555,23.6
206058.156,770445.782,26.2
206173.77,770717.272,27.2
206225.842,770718.572,31.8
206277.483,770710.602,41.2
206328.537,770711.95,50.8
206132.665,770754.484,19.1
206136.008,770804.498,16.9
206138.505,770858.267,15.4
206137.863,770910.324,14.4
206027.252,770636.744,19.6
206073.557,770755.37,17.7
206049.516,770698.885,19.4
206022.314,770728.02,17.8
206011.341,770799.138,14.9
206062.927,770833.904,14.9
206092.454,770854.831,15
206142.09,770891.546,15.3
206187.568,770926.598,15.9
206240.71,770885.111,17.1
206284.853,770825.462,24.8
206280.408,770773.642,35
206221.24,770685.34,34.1
206176.504,770622.382,26.5
206130.749,770559.472,23.4
206040.009,770450.341,24.9
206036.376,770350.172,39.9
206101.628,770393.595,46.4
206168.154,770442.534,62.2
206214.741,770479.392,73
206271.432,770536.222,104.4
206333.295,770594.67,98.4
205928.632,770423.926,23.3
205871.571,770447.017,19
205778.631,770356.574,16.8
205692.073,770403.336,14.7
205723.003,770476.222,14.8
205757.984,770526.622,15.6
205819.528,770599.943,12.6
205875.379,770660.523,12.9
206599.591,771169.488,20.3
206489.199,771053.822,21.2
206409.43,770960.902,19.6
206299.529,770834.075,30.9
206152.557,770699.678,27.7
205985.032,770540.227,18.9
205920.951,770587.795,19.8
206033.336,770723.791,17.9
206090.872,770776.86,17.1
206163.084,770838.549,15.5
206209.854,770901.411,15
206272.903,770963.519,14.5
206310.799,771076.964,14.5
206233.749,770998.777,13.6
206138.622,770904.717,14
206035.678,770796.151,14.9
205948.855,770705.416,16.7
205891.919,770665.328,15.6
205836.846,770621.439,7.5
205768.868,770563.28,12.6
205697.06,770488.58,14.6
205731.455,770438.667,14.4
205769.299,770462.921,15
205807.247,770511.326,14.9
205870.344,770508.393,17.5
